sample_idx,level,cutoff_m,birth,death,p
80,individual,2.75,7.704187393188477,8.244153022766113,0.5399656295776367
81,individual,2.75,21.06821632385254,22.3892765045166,1.3210601806640625
81,individual,2.75,15.912944793701172,20.10902214050293,4.196077346801758
81,individual,2.75,14.007801055908203,14.439681053161621,0.43187999725341797
81,individual,2.75,13.238164901733398,16.744827270507812,3.506662368774414
82,individual,2.75,19.99336814880371,20.273183822631836,0.279815673828125
83,individual,2.75,18.63934898376465,19.338285446166992,0.6989364624023438
83,individual,2.75,15.397287368774414,18.0374755859375,2.640188217163086
84,individual,2.75,21.706655502319336,29.127208709716797,7.420553207397461
84,individual,2.75,21.161684036254883,21.239213943481445,0.0775299072265625
84,individual,2.75,8.121188163757324,10.471637725830078,2.350449562072754
85,individual,2.75,16.24103546142578,16.962539672851562,0.7215042114257812
85,individual,2.75,14.49072551727295,17.5706844329834,3.079958915710449
85,individual,2.75,12.673389434814453,14.585540771484375,1.9121513366699219
86,individual,2.75,13.102782249450684,17.352436065673828,4.2496538162231445
86,individual,2.75,12.910778045654297,14.210351943969727,1.2995738983154297
86,individual,2.75,9.162930488586426,9.986323356628418,0.8233928680419922
87,individual,2.75,17.850603103637695,20.038326263427734,2.187723159790039
87,individual,2.75,10.20621395111084,11.200861930847168,0.9946479797363281
88,individual,2.75,9.179428100585938,10.484956741333008,1.3055286407470703
89,individual,2.75,12.584007263183594,13.23849105834961,0.6544837951660156
89,individual,2.75,10.380693435668945,14.417433738708496,4.036740303039551
90,individual,2.75,18.99052619934082,27.895471572875977,8.904945373535156
90,individual,2.75,10.24713134765625,11.044817924499512,0.7976865768432617
91,individual,2.75,15.493921279907227,15.787083625793457,0.29316234588623047
91,individual,2.75,13.636253356933594,18.958547592163086,5.322294235229492
91,individual,2.75,12.576037406921387,16.007221221923828,3.4311838150024414
92,individual,2.75,15.262755393981934,15.520631790161133,0.2578763961791992
92,individual,2.75,13.520133018493652,15.70258903503418,2.1824560165405273
92,individual,2.75,11.031336784362793,11.970179557800293,0.9388427734375
92,individual,2.75,10.161262512207031,10.469711303710938,0.30844879150390625
